start	end	type	unit	value	param
157418	10	has			
157418	45	has	usd	9.85	
157418	46	has		1	
157418	47	has		25	
157418	48	has		1	
157418	20	has		item	
157418	49	has		9.85	
157247	157418	says			
155224	157418	has_obtainable			
157418	157419	token			
157418	157421	has_token			
157418	157422	has_token			
157418	157423	has_token			
157418	157424	has_token			
157419	157420	CommandNet>Relation			
157420	157425	CommandNet>Relation			
157420	157421	CommandNet>Relation			
157420	157422	CommandNet>Relation			
157425	157423	CommandNet>Relation			subject
157425	157424	CommandNet>Relation			subject
157426	10	has			
157426	45	has	usd	10.95	
157426	46	has		1	
157426	47	has		25	
157426	48	has		1	
157426	20	has		item	
157426	49	has		10.95	
157247	157426	says			
155224	157426	has_obtainable			
157426	157427	token			
157426	157429	has_token			
157426	157430	has_token			
157426	157431	has_token			
157426	157432	has_token			
157427	157428	CommandNet>Relation			
157428	157433	CommandNet>Relation			
157428	157429	CommandNet>Relation			
157428	157430	CommandNet>Relation			
157433	157431	CommandNet>Relation			subject
157433	157432	CommandNet>Relation			subject
157434	10	has		Hot n spicy!	
157434	45	has	usd	10.95	
157434	46	has		1	
157434	47	has		25	
157434	48	has		1	
157434	20	has		item	
157434	49	has		10.95	
157247	157434	says			
155224	157434	has_obtainable			
157434	157435	token			
157434	157437	has_token			
157434	157438	has_token			
157434	157439	has_token			
157434	157440	has_token			
157434	157441	has_token			
157435	157436	CommandNet>Relation			
157436	157437	CommandNet>Relation			
157436	157439	CommandNet>Relation			
157436	157443	CommandNet>Relation			
157442	157440	CommandNet>Relation			subject
157442	157441	CommandNet>Relation			subject
157443	157442	CommandNet>Relation			subject
157443	157438	CommandNet>Relation			object
157444	20	has		menu	
157444	10	has		Served with rice.	
155224	157444	contains_group			
157445	10	has			
157445	45	has	usd	9.75	
157445	46	has		1	
157445	47	has		25	
157445	48	has		1	
157445	20	has		item	
157445	49	has		10.75	
157444	157445	says			
155224	157445	has_obtainable			
157445	157446	token			
157445	157448	has_token			
157445	157449	has_token			
157445	157450	has_token			
157445	157451	has_token			
157445	157452	has_token			
157445	157453	has_token			
157446	157447	CommandNet>Relation			
157447	157454	CommandNet>Relation			
157447	157448	CommandNet>Relation			
157447	157449	CommandNet>Relation			
157447	157452	CommandNet>Relation			
157454	157453	CommandNet>Relation			object
157454	157450	CommandNet>Relation			subject
157454	157451	CommandNet>Relation			ignore
157455	50	has		1	
157455	20	has		option group	
157455	10	has			
157455	51	has		1	
157455	52	has		0	
157445	157455	contains_group			
157456	45	has	usd	0	
157456	20	has		option	
157456	10	has			
157456	49	has		0	
157455	157456	contains_item			
157456	655	token			
157456	657	has_token			
157456	658	has_token			
157457	45	has	usd	1	
157457	20	has		option	
157457	10	has			
157457	49	has		1	
157455	157457	contains_item			
157457	661	token			
157457	663	has_token			
157457	664	has_token			
157458	10	has		Hot and Spicy!	
157458	45	has	usd	9.75	
157458	46	has		1	
157458	47	has		25	
157458	48	has		1	
157458	20	has		item	
157458	49	has		10.75	
157444	157458	says			
155224	157458	has_obtainable			
157458	157459	token			
157458	157461	has_token			
157458	157462	has_token			
157458	157463	has_token			
157458	157464	has_token			
157458	157465	has_token			
157458	157466	has_token			
157458	157467	has_token			
157459	157460	CommandNet>Relation			
157460	157469	CommandNet>Relation			
157460	157461	CommandNet>Relation			
157460	157462	CommandNet>Relation			
157460	157463	CommandNet>Relation			
157468	157466	CommandNet>Relation			subject
157468	157467	CommandNet>Relation			subject
157469	157468	CommandNet>Relation			object
157469	157464	CommandNet>Relation			subject
157469	157465	CommandNet>Relation			ignore
157470	50	has		1	
157470	20	has		option group	
157470	10	has			
157470	51	has		1	
157470	52	has		0	
157458	157470	contains_group			
157471	45	has	usd	0	
157471	20	has		option	
157471	10	has			
157471	49	has		0	
157470	157471	contains_item			
157471	655	token			
157471	657	has_token			
157471	658	has_token			
157472	45	has	usd	1	
157472	20	has		option	
157472	10	has			
157472	49	has		1	
157470	157472	contains_item			
157472	661	token			
157472	663	has_token			
157472	664	has_token			
157473	10	has		Hot and Spicy!	
157473	45	has	usd	9.75	
157473	46	has		1	
157473	47	has		25	
157473	48	has		1	
157473	20	has		item	
157473	49	has		10.75	
157444	157473	says			
155224	157473	has_obtainable			
157473	157474	token			
157473	157476	has_token			
157473	157477	has_token			
157473	157478	has_token			
157473	157479	has_token			
157473	157480	has_token			
157474	157475	CommandNet>Relation			
157475	157476	CommandNet>Relation			
157475	157477	CommandNet>Relation			
157475	157478	CommandNet>Relation			
157475	157479	CommandNet>Relation			
157475	157480	CommandNet>Relation			
157481	50	has		1	
157481	20	has		option group	
157481	10	has			
157481	51	has		1	
157481	52	has		0	
157473	157481	contains_group			
157482	45	has	usd	0	
157482	20	has		option	
157482	10	has			
157482	49	has		0	
157481	157482	contains_item			
157482	655	token			
157482	657	has_token			
157482	658	has_token			
157483	45	has	usd	1	
157483	20	has		option	
157483	10	has			
157483	49	has		1	
157481	157483	contains_item			
157483	661	token			
157483	663	has_token			
157483	664	has_token			
157484	10	has			
157484	45	has	usd	9.75	
157484	46	has		1	
157484	47	has		25	
157484	48	has		1	
157484	20	has		item	
157484	49	has		10.75	
157444	157484	says			
155224	157484	has_obtainable			
157484	157485	token			
157484	157487	has_token			
157484	157488	has_token			
157484	157489	has_token			
157484	157490	has_token			
157484	157491	has_token			
157484	157492	has_token			
157485	157486	CommandNet>Relation			
157486	157493	CommandNet>Relation			
157486	157487	CommandNet>Relation			
157486	157488	CommandNet>Relation			
157486	157491	CommandNet>Relation			
157493	157492	CommandNet>Relation			object
157493	157489	CommandNet>Relation			subject
157493	157490	CommandNet>Relation			ignore
157494	50	has		1	
157494	20	has		option group	
157494	10	has			
157494	51	has		1	
157494	52	has		0	
157484	157494	contains_group			
157495	45	has	usd	0	
157495	20	has		option	
157495	10	has			
157495	49	has		0	
157494	157495	contains_item			
157495	655	token			
157495	657	has_token			
157495	658	has_token			
157496	45	has	usd	1	
157496	20	has		option	
157496	10	has			
157496	49	has		1	
157494	157496	contains_item			
157496	661	token			
157496	663	has_token			
157496	664	has_token			
157497	10	has			
157497	45	has	usd	9.75	
157497	46	has		1	
157497	47	has		25	
157497	48	has		1	
157497	20	has		item	
157497	49	has		10.75	
157444	157497	says			
155224	157497	has_obtainable			
157497	157498	token			
157497	157500	has_token			
157497	157501	has_token			
157497	157502	has_token			
157497	157503	has_token			
157497	157504	has_token			
157497	157505	has_token			
157497	157506	has_token			
157498	157499	CommandNet>Relation			
157499	157508	CommandNet>Relation			
157499	157500	CommandNet>Relation			
157499	157501	CommandNet>Relation			
157499	157502	CommandNet>Relation			
157507	157505	CommandNet>Relation			subject
157507	157506	CommandNet>Relation			subject
157508	157507	CommandNet>Relation			object
157508	157503	CommandNet>Relation			subject
157508	157504	CommandNet>Relation			ignore
157509	50	has		1	
157509	20	has		option group	
157509	10	has			
157509	51	has		1	
157509	52	has		0	
157497	157509	contains_group			
157510	45	has	usd	0	
157510	20	has		option	
157510	10	has			
157510	49	has		0	
157509	157510	contains_item			
157510	655	token			
157510	657	has_token			
157510	658	has_token			
157511	45	has	usd	1	
157511	20	has		option	
157511	10	has			
157511	49	has		1	
157509	157511	contains_item			
157511	661	token			
157511	663	has_token			
157511	664	has_token			
157512	10	has		With broccoli, carrots and onions.	
157512	45	has	usd	9.75	
157512	46	has		1	
157512	47	has		25	
157512	48	has		1	
157512	20	has		item	
157512	49	has		10.75	
157444	157512	says			
155224	157512	has_obtainable			
157512	157513	token			
157512	157515	has_token			
157512	157516	has_token			
157512	157517	has_token			
157512	157518	has_token			
157512	157519	has_token			
157512	157520	has_token			
157512	157521	has_token			
157513	157514	CommandNet>Relation			
157514	157522	CommandNet>Relation			
157514	157515	CommandNet>Relation			
157514	157516	CommandNet>Relation			
157514	157517	CommandNet>Relation			
157514	157520	CommandNet>Relation			
157522	157521	CommandNet>Relation			object
157522	157518	CommandNet>Relation			subject
157522	157519	CommandNet>Relation			ignore
157523	50	has		1	
157523	20	has		option group	
157523	10	has			
157523	51	has		1	
157523	52	has		0	
157512	157523	contains_group			
157524	45	has	usd	0	
157524	20	has		option	
157524	10	has			
157524	49	has		0	
157523	157524	contains_item			
157524	655	token			
157524	657	has_token			
157524	658	has_token			
157525	45	has	usd	1	
157525	20	has		option	
157525	10	has			
157525	49	has		1	
157523	157525	contains_item			
157525	661	token			
157525	663	has_token			
157525	664	has_token			
157526	10	has			
157526	45	has	usd	9.75	
157526	46	has		1	
157526	47	has		25	
157526	48	has		1	
157526	20	has		item	
157526	49	has		10.75	
157444	157526	says			
155224	157526	has_obtainable			
157526	157527	token			
157526	157529	has_token			
157526	157530	has_token			
157526	157531	has_token			
157526	157532	has_token			
157526	157533	has_token			
157526	157534	has_token			
157527	157528	CommandNet>Relation			
157528	157535	CommandNet>Relation			
157528	157529	CommandNet>Relation			
157528	157530	CommandNet>Relation			
157528	157531	CommandNet>Relation			
157535	157534	CommandNet>Relation			object
157535	157532	CommandNet>Relation			subject
157535	157533	CommandNet>Relation			ignore
157536	50	has		1	
157536	20	has		option group	
157536	10	has			
157536	51	has		1	
157536	52	has		0	
157526	157536	contains_group			
157537	45	has	usd	0	
157537	20	has		option	
157537	10	has			
157537	49	has		0	
157536	157537	contains_item			
157537	655	token			
157537	657	has_token			
157537	658	has_token			
157538	45	has	usd	1	
157538	20	has		option	
157538	10	has			
157538	49	has		1	
157536	157538	contains_item			
157538	661	token			
157538	663	has_token			
157538	664	has_token			
157539	20	has		menu	
157539	10	has			
155224	157539	contains_group			
157540	10	has		Hot and Spicy!	
157540	45	has	usd	7.95	
157540	46	has		1	
157540	47	has		25	
157540	48	has		1	
157540	20	has		item	
157540	49	has		8.95	
157539	157540	says			
155224	157540	has_obtainable			
157540	157541	token			
157540	157543	has_token			
157540	157544	has_token			
157540	157545	has_token			
157540	157546	has_token			
157540	157547	has_token			
157540	157548	has_token			
157541	157542	CommandNet>Relation			
157542	157543	CommandNet>Relation			
157542	157544	CommandNet>Relation			
157542	157550	CommandNet>Relation			
157549	157548	CommandNet>Relation			subject
157549	157547	CommandNet>Relation			subject
157550	157549	CommandNet>Relation			object
157550	157545	CommandNet>Relation			subject
157550	157546	CommandNet>Relation			ignore
157551	50	has		1	
157551	20	has		option group	
157551	10	has			
157551	51	has		1	
157551	52	has		0	
157540	157551	contains_group			
157552	45	has	usd	0	
157552	20	has		option	
157552	10	has			
157552	49	has		0	
157551	157552	contains_item			
157552	655	token			
157552	657	has_token			
157552	658	has_token			
157553	45	has	usd	1	
157553	20	has		option	
157553	10	has			
157553	49	has		1	
157551	157553	contains_item			
157553	661	token			
157553	663	has_token			
157553	664	has_token			
157554	10	has			
157554	45	has	usd	7.95	
157554	46	has		1	
157554	47	has		25	
157554	48	has		1	
157554	20	has		item	
157554	49	has		8.95	
157539	157554	says			
155224	157554	has_obtainable			
157554	157555	token			
157554	157557	has_token			
157554	157558	has_token			
157554	157559	has_token			
157554	157560	has_token			
157555	157556	CommandNet>Relation			
157556	157557	CommandNet>Relation			
157556	157558	CommandNet>Relation			
157556	157559	CommandNet>Relation			
157556	157560	CommandNet>Relation			
157561	50	has		1	
157561	20	has		option group	
157561	10	has			
157561	51	has		1	
157561	52	has		0	
157554	157561	contains_group			
157562	45	has	usd	0	
157562	20	has		option	
157562	10	has			
157562	49	has		0	
157561	157562	contains_item			
157562	655	token			
157562	657	has_token			
157562	658	has_token			
157563	45	has	usd	1	
157563	20	has		option	
157563	10	has			
157563	49	has		1	
157561	157563	contains_item			
157563	661	token			
157563	663	has_token			
157563	664	has_token			
157564	10	has		Hot and Spicy!	
157564	45	has	usd	7.95	
157564	46	has		1	
157564	47	has		25	
157564	48	has		1	
157564	20	has		item	
157564	49	has		8.95	
157539	157564	says			
155224	157564	has_obtainable			
157564	157565	token			
157564	157567	has_token			
157564	157568	has_token			
157564	157569	has_token			
157564	157570	has_token			
157564	157571	has_token			
157564	157572	has_token			
157565	157566	CommandNet>Relation			
157566	157573	CommandNet>Relation			
157566	157567	CommandNet>Relation			
157566	157568	CommandNet>Relation			
157566	157571	CommandNet>Relation			
157566	157572	CommandNet>Relation			
157573	157569	CommandNet>Relation			subject
157573	157570	CommandNet>Relation			subject
157574	50	has		1	
157574	20	has		option group	
157574	10	has			
157574	51	has		1	
157574	52	has		0	
157564	157574	contains_group			
157575	45	has	usd	0	
157575	20	has		option	
157575	10	has			
157575	49	has		0	
157574	157575	contains_item			
157575	655	token			
157575	657	has_token			
157575	658	has_token			
157576	45	has	usd	1	
157576	20	has		option	
157576	10	has			
157576	49	has		1	
157574	157576	contains_item			
157576	661	token			
157576	663	has_token			
157576	664	has_token			
157577	10	has		Hot and Spicy!	
157577	45	has	usd	8.95	
157577	46	has		1	
157577	47	has		25	
157577	48	has		1	
157577	20	has		item	
157577	49	has		9.95	
157539	157577	says			
155224	157577	has_obtainable			
157577	157578	token			
157577	157580	has_token			
157577	157581	has_token			
157577	157582	has_token			
157577	157583	has_token			
157577	157584	has_token			
157577	157585	has_token			
157578	157579	CommandNet>Relation			
157579	157580	CommandNet>Relation			
157579	157581	CommandNet>Relation			
157579	157587	CommandNet>Relation			
157586	157585	CommandNet>Relation			subject
157586	157584	CommandNet>Relation			subject
157587	157586	CommandNet>Relation			object
157587	157582	CommandNet>Relation			subject
157587	157583	CommandNet>Relation			ignore
157588	50	has		1	
157588	20	has		option group	
157588	10	has			
157588	51	has		1	
157588	52	has		0	
157577	157588	contains_group			
157589	45	has	usd	0	
157589	20	has		option	
157589	10	has			
157589	49	has		0	
157588	157589	contains_item			
157589	655	token			
157589	657	has_token			
157589	658	has_token			
157590	45	has	usd	1	
157590	20	has		option	
157590	10	has			
157590	49	has		1	
157588	157590	contains_item			
157590	661	token			
157590	663	has_token			
157590	664	has_token			
157591	10	has		With broccoli, carrots and onions.	
157591	45	has	usd	7.95	
157591	46	has		1	
157591	47	has		25	
157591	48	has		1	
157591	20	has		item	
157591	49	has		8.95	
157539	157591	says			
155224	157591	has_obtainable			
157591	157592	token			
157591	157594	has_token			
157591	157595	has_token			
157591	157596	has_token			
157591	157597	has_token			
157591	157598	has_token			
157591	157599	has_token			
157592	157593	CommandNet>Relation			
157593	157600	CommandNet>Relation			
157593	157594	CommandNet>Relation			
157593	157595	CommandNet>Relation			
157600	157599	CommandNet>Relation			object
157600	157601	CommandNet>Relation			subject
157600	157598	CommandNet>Relation			ignore
157601	157596	CommandNet>Relation			subject
157601	157597	CommandNet>Relation			subject
157602	50	has		1	
157602	20	has		option group	
157602	10	has			
157602	51	has		1	
157602	52	has		0	
157591	157602	contains_group			
157603	45	has	usd	0	
157603	20	has		option	
157603	10	has			
157603	49	has		0	
157602	157603	contains_item			
157603	655	token			
157603	657	has_token			
157603	658	has_token			
157604	45	has	usd	1	
157604	20	has		option	
157604	10	has			
157604	49	has		1	
157602	157604	contains_item			
157604	661	token			
157604	663	has_token			
157604	664	has_token			
157605	10	has		Hot and Spicy!	
157605	45	has	usd	7.95	
157605	46	has		1	
157605	47	has		25	
157605	48	has		1	
157605	20	has		item	
157605	49	has		8.95	
157539	157605	says			
155224	157605	has_obtainable			
157605	157606	token			
157605	157608	has_token			
157605	157609	has_token			
157605	157610	has_token			
157605	157611	has_token			
157605	157612	has_token			
157605	157613	has_token			
157606	157607	CommandNet>Relation			
157607	157614	CommandNet>Relation			
157607	157608	CommandNet>Relation			
157607	157609	CommandNet>Relation			
157607	157612	CommandNet>Relation			
157607	157613	CommandNet>Relation			
157614	157610	CommandNet>Relation			subject
157614	157611	CommandNet>Relation			subject
157615	50	has		1	
157615	20	has		option group	
157615	10	has			
157615	51	has		1	
157615	52	has		0	
157605	157615	contains_group			
157616	45	has	usd	0	
157616	20	has		option	
157616	10	has			
157616	49	has		0	
157615	157616	contains_item			
157616	655	token			
157616	657	has_token			
157616	658	has_token			
157617	45	has	usd	1	
157617	20	has		option	
157617	10	has			
157617	49	has		1	
157615	157617	contains_item			
157617	661	token			
157617	663	has_token			
157617	664	has_token			
157618	10	has		Hot and Spicy!	
157618	45	has	usd	7.95	
157618	46	has		1	
157618	47	has		25	
157618	48	has		1	
157618	20	has		item	
157618	49	has		8.95	
157539	157618	says			
155224	157618	has_obtainable			
157618	157619	token			
157618	157621	has_token			
157618	157622	has_token			
157618	157623	has_token			
157618	157624	has_token			
157618	157625	has_token			
157618	157626	has_token			
157619	157620	CommandNet>Relation			
157620	157621	CommandNet>Relation			
157620	157622	CommandNet>Relation			
157620	157623	CommandNet>Relation			
157620	157624	CommandNet>Relation			
157620	157625	CommandNet>Relation			
157620	157626	CommandNet>Relation			
157627	50	has		1	
157627	20	has		option group	
157627	10	has			
157627	51	has		1	
157627	52	has		0	
157618	157627	contains_group			
157628	45	has	usd	0	
157628	20	has		option	
157628	10	has			
157628	49	has		0	
157627	157628	contains_item			
157628	655	token			
157628	657	has_token			
157628	658	has_token			
157629	45	has	usd	1	
157629	20	has		option	
157629	10	has			
157629	49	has		1	
157627	157629	contains_item			
157629	661	token			
157629	663	has_token			
157629	664	has_token			
157630	10	has		Hot and Spicy!	
157630	45	has	usd	8.95	
157630	46	has		1	
157630	47	has		25	
157630	48	has		1	
157630	20	has		item	
157630	49	has		9.95	
157539	157630	says			
155224	157630	has_obtainable			
157630	157631	token			
157630	157633	has_token			
157630	157634	has_token			
157630	157635	has_token			
157630	157636	has_token			
157630	157637	has_token			
157630	157638	has_token			
157631	157632	CommandNet>Relation			
157632	157639	CommandNet>Relation			
157632	157633	CommandNet>Relation			
157632	157634	CommandNet>Relation			
157632	157635	CommandNet>Relation			
157632	157636	CommandNet>Relation			
157639	157638	CommandNet>Relation			subject
157639	157637	CommandNet>Relation			subject
157640	50	has		1	
157640	20	has		option group	
157640	10	has			
157640	51	has		1	
157640	52	has		0	
157630	157640	contains_group			
157641	45	has	usd	0	
157641	20	has		option	
157641	10	has			
157641	49	has		0	
157640	157641	contains_item			
157641	655	token			
157641	657	has_token			
157641	658	has_token			
157642	45	has	usd	1	
157642	20	has		option	
157642	10	has			
157642	49	has		1	
157640	157642	contains_item			
157642	661	token			
157642	663	has_token			
157642	664	has_token			
157643	10	has			
157643	45	has	usd	8.95	
157643	46	has		1	
157643	47	has		25	
157643	48	has		1	
157643	20	has		item	
157643	49	has		9.95	
157539	157643	says			
155224	157643	has_obtainable			
157643	157644	token			
157643	157646	has_token			
157643	157647	has_token			
157643	157648	has_token			
157643	157649	has_token			
157643	157650	has_token			
157644	157645	CommandNet>Relation			
157645	157646	CommandNet>Relation			
157645	157647	CommandNet>Relation			
157645	157648	CommandNet>Relation			
157645	157649	CommandNet>Relation			
157645	157650	CommandNet>Relation			
157651	50	has		1	
157651	20	has		option group	
157651	10	has			
157651	51	has		1	
157651	52	has		0	
157643	157651	contains_group			
157652	45	has	usd	0	
157652	20	has		option	
157652	10	has			
157652	49	has		0	
157651	157652	contains_item			
157652	655	token			
157652	657	has_token			
157652	658	has_token			
157653	45	has	usd	1	
157653	20	has		option	
157653	10	has			
157653	49	has		1	
157651	157653	contains_item			
157653	661	token			
157653	663	has_token			
157653	664	has_token			
157654	10	has		Stir-fried with white bean curd and vegetables in white sauce.	
157654	45	has	usd	7.95	
157654	46	has		1	
157654	47	has		25	
157654	48	has		1	
157654	20	has		item	
157654	49	has		8.95	
157539	157654	says			
155224	157654	has_obtainable			
157654	157655	token			
157654	157657	has_token			
157654	157658	has_token			
157654	157659	has_token			
157654	157660	has_token			
157654	157661	has_token			
157654	157662	has_token			
157655	157656	CommandNet>Relation			
157656	157657	CommandNet>Relation			
157656	157658	CommandNet>Relation			
157656	157664	CommandNet>Relation			
157663	157662	CommandNet>Relation			subject
157663	157661	CommandNet>Relation			subject
157664	157663	CommandNet>Relation			object
157664	157659	CommandNet>Relation			subject
157664	157660	CommandNet>Relation			ignore
157665	50	has		1	
157665	20	has		option group	
157665	10	has			
157665	51	has		1	
157665	52	has		0	
157654	157665	contains_group			
157666	45	has	usd	0	
157666	20	has		option	
157666	10	has			
157666	49	has		0	
157665	157666	contains_item			
157666	655	token			
157666	657	has_token			
157666	658	has_token			
157667	45	has	usd	1	
157667	20	has		option	
157667	10	has			
157667	49	has		1	
157665	157667	contains_item			
157667	661	token			
157667	663	has_token			
157667	664	has_token			
157668	10	has		Shanghai vegetables quick steamed with garlic sauce on the top.	
157668	45	has	usd	8.95	
157668	46	has		1	
157668	47	has		25	
157668	48	has		1	
157668	20	has		item	
157668	49	has		9.95	
157539	157668	says			
155224	157668	has_obtainable			
157668	157669	token			
157668	157671	has_token			
157668	157672	has_token			
157668	157673	has_token			
157668	157674	has_token			
157668	157675	has_token			
157669	157670	CommandNet>Relation			
157670	157671	CommandNet>Relation			
157670	157672	CommandNet>Relation			
157670	157673	CommandNet>Relation			
157670	157674	CommandNet>Relation			
157670	157675	CommandNet>Relation			
157676	50	has		1	
157676	20	has		option group	
157676	10	has			
157676	51	has		1	
157676	52	has		0	
157668	157676	contains_group			
157677	45	has	usd	0	
157677	20	has		option	
157677	10	has			
157677	49	has		0	
157676	157677	contains_item			
157677	655	token			
157677	657	has_token			
157677	658	has_token			
157678	45	has	usd	1	
157678	20	has		option	
157678	10	has			
157678	49	has		1	
157676	157678	contains_item			
157678	661	token			
157678	663	has_token			
157678	664	has_token			
157679	20	has		menu	
157679	10	has		Moo Shi is a classic Mandarin dish cooked with meat,  mushrooms, cabbage, black fungus, scallions and scrambled eggs.  Served with (5) pancakes and hoisin sauce.	
155224	157679	contains_group			
157680	10	has			
157680	45	has	usd	10.95	
157680	46	has		1	
157680	47	has		25	
157680	48	has		1	
157680	20	has		item	
157680	49	has		10.95	
157679	157680	says			
155224	157680	has_obtainable			
157680	157681	token			
157680	157683	has_token			
157680	157684	has_token			
157680	157685	has_token			
157680	157686	has_token			
157680	157687	has_token			
157681	157682	CommandNet>Relation			
157682	157683	CommandNet>Relation			
157682	157684	CommandNet>Relation			
157682	157685	CommandNet>Relation			
157682	157686	CommandNet>Relation			
157682	157687	CommandNet>Relation			
157688	10	has			
157688	45	has	usd	10.95	
157688	46	has		1	
157688	47	has		25	
157688	48	has		1	
157688	20	has		item	
157688	49	has		10.95	
157679	157688	says			
155224	157688	has_obtainable			
157688	157689	token			
157688	157691	has_token			
157688	157692	has_token			
157688	157693	has_token			
157688	157694	has_token			
157688	157695	has_token			
157689	157690	CommandNet>Relation			
157690	157691	CommandNet>Relation			
157690	157692	CommandNet>Relation			
157690	157693	CommandNet>Relation			
157690	157694	CommandNet>Relation			
157690	157695	CommandNet>Relation			
157696	10	has			
157696	45	has	usd	10.45	
157696	46	has		1	
157696	47	has		25	
157696	48	has		1	
157696	20	has		item	
157696	49	has		10.45	
157679	157696	says			
155224	157696	has_obtainable			
157696	157697	token			
157696	157699	has_token			
157696	157700	has_token			
157696	157701	has_token			
157696	157702	has_token			
157696	157703	has_token			
157697	157698	CommandNet>Relation			
157698	157699	CommandNet>Relation			
157698	157700	CommandNet>Relation			
157698	157701	CommandNet>Relation			
157698	157702	CommandNet>Relation			
157698	157703	CommandNet>Relation			
157704	10	has			
157704	45	has	usd	10.45	
157704	46	has		1	
157704	47	has		25	
157704	48	has		1	
157704	20	has		item	
157704	49	has		10.45	
157679	157704	says			
155224	157704	has_obtainable			
157704	157705	token			
157704	157707	has_token			
157704	157708	has_token			
157704	157709	has_token			
157704	157710	has_token			
157704	157711	has_token			
157705	157706	CommandNet>Relation			
157706	157707	CommandNet>Relation			
157706	157708	CommandNet>Relation			
157706	157709	CommandNet>Relation			
157706	157710	CommandNet>Relation			
157706	157711	CommandNet>Relation			
157712	10	has			
157712	45	has	usd	9.55	
157712	46	has		1	
157712	47	has		25	
157712	48	has		1	
157712	20	has		item	
157712	49	has		9.55	
157679	157712	says			
155224	157712	has_obtainable			
157712	157713	token			
157712	157715	has_token			
157712	157716	has_token			
157712	157717	has_token			
157712	157718	has_token			
157712	157719	has_token			
157713	157714	CommandNet>Relation			
157714	157715	CommandNet>Relation			
157714	157716	CommandNet>Relation			
157714	157717	CommandNet>Relation			
157714	157718	CommandNet>Relation			
157714	157719	CommandNet>Relation			
157720	20	has		menu	
157720	10	has			
155224	157720	contains_group			
157721	10	has			
157721	45	has	usd	10.95	
157721	46	has		1	
157721	47	has		25	
157721	48	has		1	
157721	20	has		item	
157721	49	has		11.95	
157720	157721	says			
155224	157721	has_obtainable			
157721	157722	token			
157721	157724	has_token			
157721	157725	has_token			
157721	157726	has_token			
157721	157727	has_token			
157721	157728	has_token			
157721	157729	has_token			
157722	157723	CommandNet>Relation			
157723	157724	CommandNet>Relation			
157723	157725	CommandNet>Relation			
157723	157726	CommandNet>Relation			
157723	157727	CommandNet>Relation			
157723	157728	CommandNet>Relation			
157723	157729	CommandNet>Relation			
157730	50	has		1	
157730	20	has		option group	
157730	10	has			
157730	51	has		1	
157730	52	has		0	
157721	157730	contains_group			
157731	45	has	usd	0	
157731	20	has		option	
157731	10	has			
157731	49	has		0	
157730	157731	contains_item			
157731	655	token			
157731	657	has_token			
157731	658	has_token			
157732	45	has	usd	1	
157732	20	has		option	
157732	10	has			
157732	49	has		1	
157730	157732	contains_item			
157732	661	token			
157732	663	has_token			
157732	664	has_token			
157733	10	has			
157733	45	has	usd	9.25	
157733	46	has		1	
157733	47	has		25	
157733	48	has		1	
157733	20	has		item	
157733	49	has		10.25	
157720	157733	says			
155224	157733	has_obtainable			
157733	157734	token			
157733	157736	has_token			
157733	157737	has_token			
157733	157738	has_token			
157733	157739	has_token			
157733	157740	has_token			
157733	157741	has_token			
157734	157735	CommandNet>Relation			
157735	157736	CommandNet>Relation			
157735	157737	CommandNet>Relation			
157735	157738	CommandNet>Relation			
157735	157739	CommandNet>Relation			
157735	157740	CommandNet>Relation			
157735	157741	CommandNet>Relation			
157742	50	has		1	
157742	20	has		option group	
157742	10	has			
157742	51	has		1	
157742	52	has		0	
157733	157742	contains_group			
157743	45	has	usd	0	
157743	20	has		option	
157743	10	has			
157743	49	has		0	
157742	157743	contains_item			
157743	655	token			
157743	657	has_token			
157743	658	has_token			
157744	45	has	usd	1	
157744	20	has		option	
157744	10	has			
157744	49	has		1	
157742	157744	contains_item			
157744	661	token			
157744	663	has_token			
157744	664	has_token			
157745	10	has			
157745	45	has	usd	9.25	
157745	46	has		1	
157745	47	has		25	
157745	48	has		1	
157745	20	has		item	
157745	49	has		10.25	
157720	157745	says			
155224	157745	has_obtainable			
157745	157746	token			
157745	157748	has_token			
157745	157749	has_token			
157745	157750	has_token			
157745	157751	has_token			
157745	157752	has_token			
157745	157753	has_token			
157746	157747	CommandNet>Relation			
157747	157748	CommandNet>Relation			
157747	157749	CommandNet>Relation			
157747	157750	CommandNet>Relation			
157747	157751	CommandNet>Relation			
157747	157752	CommandNet>Relation			
157747	157753	CommandNet>Relation			
157754	50	has		1	
157754	20	has		option group	
157754	10	has			
157754	51	has		1	
157754	52	has		0	
157745	157754	contains_group			
157755	45	has	usd	0	
157755	20	has		option	
157755	10	has			
157755	49	has		0	
157754	157755	contains_item			
157755	655	token			
157755	657	has_token			
157755	658	has_token			
157756	45	has	usd	1	
157756	20	has		option	
157756	10	has			
157756	49	has		1	
157754	157756	contains_item			
157756	661	token			
157756	663	has_token			
157756	664	has_token			
157757	20	has		menu	
157757	10	has		Served with egg roll and pork fried rice.	
155224	157757	contains_group			
157758	10	has			
157758	45	has	usd	8.25	
157758	46	has		1	
157758	47	has		25	
157758	48	has		1	
157758	20	has		item	
157758	49	has		8.25	
157757	157758	says			
155224	157758	has_obtainable			
157758	157759	token			
157758	157761	has_token			
157758	157762	has_token			
157758	157763	has_token			
157758	157764	has_token			
157758	157765	has_token			
157758	157766	has_token			
157758	157767	has_token			
157759	157760	CommandNet>Relation			
157760	157761	CommandNet>Relation			
157760	157762	CommandNet>Relation			
